2021-08-09 16:05:56,648;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'table', 'y': 'price'})
2021-08-09 16:05:56,650;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'red'})
2021-08-09 17:24:11,113;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:24:11,116;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'red'})
2021-08-09 17:24:24,908;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:24:24,909;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'red'})
2021-08-09 17:25:00,874;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:25:00,875;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'red'})
2021-08-09 17:25:05,491;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:25:05,493;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'red'})
2021-08-09 17:25:39,442;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:25:43,861;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:25:43,863;WARNING;ggplot_log_csv;geom_point;geom_point({})
2021-08-09 17:28:02,629;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:28:02,630;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-09 17:32:00,517;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:32:59,664;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:32:59,665;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-09 17:34:29,936;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:34:29,937;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-09 17:34:35,167;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:34:35,168;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-09 17:34:44,636;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:34:44,637;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-09 17:36:06,736;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price', 'z': 'clarity'})
2021-08-09 17:36:06,737;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-09 17:36:47,896;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:36:47,897;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-09 17:41:24,222;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:41:24,224;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-09 17:41:57,633;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-09 17:41:57,635;WARNING;ggplot_log_csv;geom_line;geom_line({'color': 'green'})
2021-08-10 15:57:54,032;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
2021-08-10 15:57:54,036;WARNING;ggplot_log_csv;geom_line;geom_line({})
2021-08-10 15:57:54,109;WARNING;ggplot_log_csv;ggplot;ggplot({'x': 'carat', 'y': 'price'})
